Title,Artist,Rank,Weeks,PeakPos,Date
Dark Horse,Katy Perry Featuring Juicy J,3,57,1,2014-04-05
Talk Dirty,Jason Derulo Featuring 2 Chainz,4,33,3,2014-04-05
Let It Go,Idina Menzel,5,33,5,2014-04-05
Pompeii,Bastille,6,53,5,2014-04-05
Team,Lorde,7,38,6,2014-04-05
Counting Stars,OneRepublic,8,68,2,2014-04-05
The Man,Aloe Blacc,9,20,8,2014-04-05
Drunk In Love,Beyonce Featuring Jay Z,10,20,2,2014-04-05
Timber,Pitbull Featuring Ke$ha,11,39,1,2014-04-05
Best Day Of My Life,American Authors,12,36,11,2014-04-05
Show Me,Kid Ink Featuring Chris Brown,13,31,13,2014-04-05
Story Of My Life,One Direction,14,32,6,2014-04-05
Turn Down For What,DJ Snake & Lil Jon,15,37,4,2014-04-05
#SELFIE,The Chainsmokers,16,11,16,2014-04-05
Say Something,A Great Big World & Christina Aguilera,17,26,4,2014-04-05
Let Her Go,Passenger,18,43,5,2014-04-05
Hey Brother,Avicii,19,23,16,2014-04-05
Burn,Ellie Goulding,20,36,13,2014-04-05
Wake Me Up!,Avicii,21,53,4,2014-04-05
The Monster,Eminem Featuring Rihanna,22,29,1,2014-04-05
Animals,Martin Garrix,23,34,21,2014-04-05
Demons,Imagine Dragons,24,61,6,2014-04-05
Royals,Lorde,25,44,1,2014-04-05
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,26,28,15,2014-04-05
Not A Bad Thing,Justin Timberlake,27,22,8,2014-04-05
Bottoms Up,Brantley Gilbert,28,25,20,2014-04-05
My Hitta,YG Featuring Jeezy & Rich Homie Quan,29,28,19,2014-04-05
Na Na,Trey Songz,30,28,21,2014-04-05
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,31,36,9,2014-04-05
Paranoid,Ty Dolla $ign Featuring B.o.B,32,20,29,2014-04-05
Radioactive,Imagine Dragons,33,87,3,2014-04-05
Can't Remember To Forget You,Shakira Featuring Rihanna,34,19,15,2014-04-05
Doin' What She Likes,Blake Shelton,35,17,35,2014-04-05
Neon Lights,Demi Lovato,36,20,36,2014-04-05
Partition,Beyonce,37,21,23,2014-04-05
Roar,Katy Perry,38,35,1,2014-04-05
La La La,Naughty Boy Featuring Sam Smith,39,20,19,2014-04-05
Drink To That All Night,Jerrod Niemann,40,20,34,2014-04-05
Cop Car,Keith Urban,41,18,41,2014-04-05
I Hold On,Dierks Bentley,42,19,40,2014-04-05
Wrecking Ball,Miley Cyrus,43,32,1,2014-04-05
"Hold On, We're Going Home",Drake Featuring Majid Jordan,44,33,4,2014-04-05
Give Me Back My Hometown,Eric Church,45,20,36,2014-04-05
Ain't It Fun,Paramore,46,24,10,2014-04-05
Stoner,Young Thug,47,15,47,2014-04-05
The Worst,Jhene Aiko,48,20,43,2014-04-05
Brave,Sara Bareilles,49,42,23,2014-04-05
Get Me Some Of That,Thomas Rhett,50,20,41,2014-04-05
Young Girls,Bruno Mars,51,14,32,2014-04-05
Let It Go,Demi Lovato,52,20,38,2014-04-05
Play It Again,Luke Bryan,53,20,14,2014-04-05
Who Do You Love?,YG Featuring Drake,54,20,54,2014-04-05
Goodnight Kiss,Randy Houser,55,16,52,2014-04-05
Rewind,Rascal Flatts,56,20,38,2014-04-05
19 You + Me,Dan + Shay,57,18,42,2014-04-05
Human,Christina Perri,58,20,31,2014-04-05
Take Me Home,Cash Cash Featuring Bebe Rexha,59,13,57,2014-04-05
Magic,Coldplay,60,14,14,2014-04-05
When She Says Baby,Jason Aldean,61,20,38,2014-04-05
Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",62,18,51,2014-04-05
Trophies,Young Money Featuring Drake,63,20,50,2014-04-05
Mmm Yeah,Austin Mahone Featuring Pitbull,64,15,49,2014-04-05
For The First Time In Forever,Kristen Bell & Idina Menzel,65,19,57,2014-04-05
Man Of The Year,ScHoolboy Q,66,13,62,2014-04-05
Adore You,Miley Cyrus,67,18,21,2014-04-05
Drink A Beer,Luke Bryan,68,20,31,2014-04-05
Summer,Calvin Harris,69,26,7,2014-04-05
Classic,MKTO,70,27,14,2014-04-05
See You Tonight,Scotty McCreery,71,18,52,2014-04-05
Up Down (Do This All Day),T-Pain Featuring B.o.B,72,20,62,2014-04-05
Everything I Shouldn't Be Thinking About,Thompson Square,73,12,69,2014-04-05
Helluva Life,Frankie Ballard,74,20,51,2014-04-05
Beat Of The Music,Brett Eldredge,75,20,44,2014-04-05
Do I Wanna Know?,Arctic Monkeys,76,20,70,2014-04-05
I Luh Ya Papi,Jennifer Lopez Featuring French Montana,77,2,77,2014-04-05
Sleeping With A Friend,Neon Trees,78,16,51,2014-04-05
Automatic,Miranda Lambert,79,19,35,2014-04-05
Compass,Lady Antebellum,80,20,46,2014-04-05
Headlights,Eminem Featuring Nate Ruess,81,8,45,2014-04-05
Part II (On The Run),Jay Z Featuring Beyonce,82,16,77,2014-04-05
Fancy,Iggy Azalea Featuring Charli XCX,83,39,1,2014-04-05
Love Is An Open Door,Kristen Bell & Santino Fontana,84,4,49,2014-04-05
Love Me Again,John Newman,85,18,30,2014-04-05
Invisible,Hunter Hayes,86,12,44,2014-04-05
Ride,SoMo,87,15,76,2014-04-05
The Walker,Fitz And The Tantrums,88,12,67,2014-04-05
Lettin' The Night Roll,Justin Moore,89,20,49,2014-04-05
On Top Of The World,Imagine Dragons,90,20,79,2014-04-05
Red Lights,Tiesto,91,13,56,2014-04-05
Oceans (Where Feet May Fail),Hillsong UNITED,92,13,83,2014-04-05
Wild Wild Love,Pitbull Featuring G.R.L.,93,18,30,2014-04-05
Odio,Romeo Santos Featuring Drake,94,11,45,2014-04-05
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",95,18,46,2014-04-05
Lookin' For That Girl,Tim McGraw,96,4,85,2014-04-05
Can't Raise A Man,K. Michelle,97,7,94,2014-04-05
Beating Heart,Ellie Goulding,98,3,88,2014-04-05
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,99,20,48,2014-04-05
Latch,Disclosure Featuring Sam Smith,100,33,7,2014-04-05
Happy,Pharrell Williams,1,47,1,2014-03-29
Dark Horse,Katy Perry Featuring Juicy J,2,57,1,2014-03-29
All Of Me,John Legend,3,59,1,2014-03-29
Talk Dirty,Jason Derulo Featuring 2 Chainz,4,33,3,2014-03-29
Pompeii,Bastille,5,53,5,2014-03-29
Team,Lorde,6,38,6,2014-03-29
Counting Stars,OneRepublic,7,68,2,2014-03-29
Drunk In Love,Beyonce Featuring Jay Z,8,20,2,2014-03-29
We Might Be Dead By Tomorrow,Soko,9,1,9,2014-03-29
The Man,Aloe Blacc,10,20,8,2014-03-29
Timber,Pitbull Featuring Ke$ha,11,39,1,2014-03-29
Say Something,A Great Big World & Christina Aguilera,12,26,4,2014-03-29
Best Day Of My Life,American Authors,13,36,11,2014-03-29
Let It Go,Idina Menzel,14,33,5,2014-03-29
Show Me,Kid Ink Featuring Chris Brown,15,31,13,2014-03-29
Story Of My Life,One Direction,16,32,6,2014-03-29
Let Her Go,Passenger,17,43,5,2014-03-29
#SELFIE,The Chainsmokers,18,11,16,2014-03-29
Burn,Ellie Goulding,19,36,13,2014-03-29
Royals,Lorde,20,44,1,2014-03-29
Turn Down For What,DJ Snake & Lil Jon,21,37,4,2014-03-29
Hey Brother,Avicii,22,23,16,2014-03-29
The Monster,Eminem Featuring Rihanna,23,29,1,2014-03-29
Demons,Imagine Dragons,24,61,6,2014-03-29
Wake Me Up!,Avicii,25,53,4,2014-03-29
Animals,Martin Garrix,26,34,21,2014-03-29
Roar,Katy Perry,27,35,1,2014-03-29
My Hitta,YG Featuring Jeezy & Rich Homie Quan,28,28,19,2014-03-29
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,29,28,15,2014-03-29
Bottoms Up,Brantley Gilbert,30,25,20,2014-03-29
Can't Remember To Forget You,Shakira Featuring Rihanna,31,19,15,2014-03-29
Paranoid,Ty Dolla $ign Featuring B.o.B,32,20,29,2014-03-29
Radioactive,Imagine Dragons,33,87,3,2014-03-29
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,34,36,9,2014-03-29
Na Na,Trey Songz,35,28,21,2014-03-29
Partition,Beyonce,36,21,23,2014-03-29
Doin' What She Likes,Blake Shelton,37,17,35,2014-03-29
Young Girls,Bruno Mars,38,14,32,2014-03-29
Neon Lights,Demi Lovato,39,20,36,2014-03-29
Wrecking Ball,Miley Cyrus,40,32,1,2014-03-29
Cop Car,Keith Urban,41,18,41,2014-03-29
Not A Bad Thing,Justin Timberlake,42,22,8,2014-03-29
"Hold On, We're Going Home",Drake Featuring Majid Jordan,43,33,4,2014-03-29
I Hold On,Dierks Bentley,44,19,40,2014-03-29
Drink To That All Night,Jerrod Niemann,45,20,34,2014-03-29
Brave,Sara Bareilles,46,42,23,2014-03-29
Adore You,Miley Cyrus,47,18,21,2014-03-29
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,48,48,1,2014-03-29
Love Is An Open Door,Kristen Bell & Santino Fontana,49,4,49,2014-03-29
Give Me Back My Hometown,Eric Church,50,20,36,2014-03-29
Magic,Coldplay,51,14,14,2014-03-29
Stoner,Young Thug,52,15,47,2014-03-29
The Worst,Jhene Aiko,53,20,43,2014-03-29
Helluva Life,Frankie Ballard,54,20,51,2014-03-29
When She Says Baby,Jason Aldean,55,20,38,2014-03-29
Get Me Some Of That,Thomas Rhett,56,20,41,2014-03-29
Take Me Home,Cash Cash Featuring Bebe Rexha,57,13,57,2014-03-29
See You Tonight,Scotty McCreery,58,18,52,2014-03-29
Rewind,Rascal Flatts,59,20,38,2014-03-29
La La La,Naughty Boy Featuring Sam Smith,60,20,19,2014-03-29
Goodnight Kiss,Randy Houser,61,16,52,2014-03-29
Drink A Beer,Luke Bryan,62,20,31,2014-03-29
Ain't It Fun,Paramore,63,24,10,2014-03-29
Human,Christina Perri,64,20,31,2014-03-29
Trophies,Young Money Featuring Drake,65,20,50,2014-03-29
Love Me Again,John Newman,66,18,30,2014-03-29
Up Down (Do This All Day),T-Pain Featuring B.o.B,67,20,62,2014-03-29
Compass,Lady Antebellum,68,20,46,2014-03-29
19 You + Me,Dan + Shay,69,18,42,2014-03-29
Mmm Yeah,Austin Mahone Featuring Pitbull,70,15,49,2014-03-29
Let It Go,Demi Lovato,71,20,38,2014-03-29
Man Of The Year,ScHoolboy Q,72,13,62,2014-03-29
Everything I Shouldn't Be Thinking About,Thompson Square,73,12,69,2014-03-29
Do I Wanna Know?,Arctic Monkeys,74,20,70,2014-03-29
Beat Of The Music,Brett Eldredge,75,20,44,2014-03-29
Classic,MKTO,76,27,14,2014-03-29
Part II (On The Run),Jay Z Featuring Beyonce,77,16,77,2014-03-29
Who Do You Love?,YG Featuring Drake,78,20,54,2014-03-29
Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",79,18,51,2014-03-29
Ride,SoMo,80,15,76,2014-03-29
Play It Again,Luke Bryan,81,20,14,2014-03-29
Automatic,Miranda Lambert,82,19,35,2014-03-29
On Top Of The World,Imagine Dragons,83,20,79,2014-03-29
Sleeping With A Friend,Neon Trees,84,16,51,2014-03-29
For The First Time In Forever,Kristen Bell & Idina Menzel,85,19,57,2014-03-29
Headlights,Eminem Featuring Nate Ruess,86,8,45,2014-03-29
Oceans (Where Feet May Fail),Hillsong UNITED,87,13,83,2014-03-29
Lettin' The Night Roll,Justin Moore,88,20,49,2014-03-29
Slow Me Down,Sara Evans,89,5,89,2014-03-29
The Walker,Fitz And The Tantrums,90,12,67,2014-03-29
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,91,20,48,2014-03-29
Wild Wild Love,Pitbull Featuring G.R.L.,92,18,30,2014-03-29
Invisible,Hunter Hayes,93,12,44,2014-03-29
Odio,Romeo Santos Featuring Drake,94,11,45,2014-03-29
Can't Raise A Man,K. Michelle,95,7,94,2014-03-29
Fancy,Iggy Azalea Featuring Charli XCX,96,39,1,2014-03-29
Red Lights,Tiesto,97,13,56,2014-03-29
I Luh Ya Papi,Jennifer Lopez Featuring French Montana,98,2,77,2014-03-29
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",99,18,46,2014-03-29
Latch,Disclosure Featuring Sam Smith,100,33,7,2014-03-29
Happy,Pharrell Williams,1,47,1,2014-03-22
Dark Horse,Katy Perry Featuring Juicy J,2,57,1,2014-03-22
All Of Me,John Legend,3,59,1,2014-03-22
Talk Dirty,Jason Derulo Featuring 2 Chainz,4,33,3,2014-03-22
Pompeii,Bastille,5,53,5,2014-03-22
Team,Lorde,6,38,6,2014-03-22
Drunk In Love,Beyonce Featuring Jay Z,7,20,2,2014-03-22
Counting Stars,OneRepublic,8,68,2,2014-03-22
Let It Go,Idina Menzel,9,33,5,2014-03-22
Timber,Pitbull Featuring Ke$ha,10,39,1,2014-03-22
Say Something,A Great Big World & Christina Aguilera,11,26,4,2014-03-22
The Man,Aloe Blacc,12,20,8,2014-03-22
Let Her Go,Passenger,13,43,5,2014-03-22
Story Of My Life,One Direction,14,32,6,2014-03-22
Show Me,Kid Ink Featuring Chris Brown,15,31,13,2014-03-22
Best Day Of My Life,American Authors,16,36,11,2014-03-22
The Monster,Eminem Featuring Rihanna,17,29,1,2014-03-22
Royals,Lorde,18,44,1,2014-03-22
Burn,Ellie Goulding,19,36,13,2014-03-22
Hey Brother,Avicii,20,23,16,2014-03-22
My Hitta,YG Featuring Jeezy & Rich Homie Quan,21,28,19,2014-03-22
Demons,Imagine Dragons,22,61,6,2014-03-22
Wake Me Up!,Avicii,23,53,4,2014-03-22
Magic,Coldplay,24,14,14,2014-03-22
Roar,Katy Perry,25,35,1,2014-03-22
Animals,Martin Garrix,26,34,21,2014-03-22
Turn Down For What,DJ Snake & Lil Jon,27,37,4,2014-03-22
#SELFIE,The Chainsmokers,28,11,16,2014-03-22
Can't Remember To Forget You,Shakira Featuring Rihanna,29,19,15,2014-03-22
Bottoms Up,Brantley Gilbert,30,25,20,2014-03-22
Radioactive,Imagine Dragons,31,87,3,2014-03-22
Paranoid,Ty Dolla $ign Featuring B.o.B,32,20,29,2014-03-22
Partition,Beyonce,33,21,23,2014-03-22
Young Girls,Bruno Mars,34,14,32,2014-03-22
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,35,36,9,2014-03-22
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,36,28,15,2014-03-22
Wrecking Ball,Miley Cyrus,37,32,1,2014-03-22
"Hold On, We're Going Home",Drake Featuring Majid Jordan,38,33,4,2014-03-22
Doin' What She Likes,Blake Shelton,39,17,35,2014-03-22
